# BUSCO version is: 5.1.3 
# The lineage dataset is: fungi_odb10 (Creation date: 2020-09-10, number of genomes: 549, number of BUSCOs: 758)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
304453at4751	Complete	k141_24590	4283	5461	+	104.6	220	https://www.orthodb.org/v10?query=304453at4751	V-type proton ATPase subunit C
304547at4751	Complete	k141_36709	57019	58338	-	86.7	193	https://www.orthodb.org/v10?query=304547at4751	Ribosome biogenesis protein NOP53
304733at4751	Complete	k141_20152	12598	13467	+	178.4	208	https://www.orthodb.org/v10?query=304733at4751	Vesicular-fusion protein sec17
305061at4751	Missing
306594at4751	Complete	k141_8492	29162	30247	-	210.9	287	https://www.orthodb.org/v10?query=306594at4751	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit WBP1
307144at4751	Complete	k141_26791	37362	39533	+	387.9	498	https://www.orthodb.org/v10?query=307144at4751	Rab-GTPase-TBC domain
308236at4751	Complete	k141_23325	51998	54265	+	441.1	493	https://www.orthodb.org/v10?query=308236at4751	Sda1
308816at4751	Complete	k141_1036	56991	58733	-	271.8	526	https://www.orthodb.org/v10?query=308816at4751	Splicing factor 3a subunit 3
310718at4751	Complete	k141_36506	100160	102499	-	111.0	477	https://www.orthodb.org/v10?query=310718at4751	Exocyst complex component Sec6
310891at4751	Complete	k141_33066	51251	53161	-	375.3	524	https://www.orthodb.org/v10?query=310891at4751	Pre-mRNA-splicing factor cef1
311048at4751	Complete	k141_33323	166814	167755	-	171.9	185	https://www.orthodb.org/v10?query=311048at4751	Deoxyhypusine hydroxylase
311254at4751	Complete	k141_51736	32899	34260	+	209.1	363	https://www.orthodb.org/v10?query=311254at4751	Nuclear segregation protein
312080at4751	Complete	k141_32297	61728	62852	+	323.5	282	https://www.orthodb.org/v10?query=312080at4751	Autophagy-related protein 3
312209at4751	Complete	k141_1556	46712	47710	-	77.4	95	https://www.orthodb.org/v10?query=312209at4751	adenine nucleotide alpha hydrolases-like protein
312950at4751	Complete	k141_1077	64749	65837	+	212.0	207	https://www.orthodb.org/v10?query=312950at4751	Cell division cycle protein 123
315551at4751	Complete	k141_3438	71481	72515	+	472.0	289	https://www.orthodb.org/v10?query=315551at4751	Delta-aminolevulinic acid dehydratase
315639at4751	Complete	k141_39894	46460	47644	+	227.8	229	https://www.orthodb.org/v10?query=315639at4751	Rhodanese-like domain
315799at4751	Missing
315802at4751	Complete	k141_33036	76974	78404	-	173.2	233	https://www.orthodb.org/v10?query=315802at4751	tRNA dimethylallyltransferase
316254at4751	Complete	k141_43115	9346	10632	+	165.1	254	https://www.orthodb.org/v10?query=316254at4751	glycosyltransferase family 50 protein
316920at4751	Complete	k141_32228	24316	26178	-	115.6	228	https://www.orthodb.org/v10?query=316920at4751	Lysophospholipid acyltransferase
317276at4751	Complete	k141_37305	36869	38272	-	377.2	263	https://www.orthodb.org/v10?query=317276at4751	Protein kinase domain
317335at4751	Complete	k141_36506	93651	94733	-	222.0	251	https://www.orthodb.org/v10?query=317335at4751	Anthranilate phosphoribosyltransferase
319121at4751	Complete	k141_9758	18526	19761	-	198.1	198	https://www.orthodb.org/v10?query=319121at4751	Zinc finger, UBR-type
320163at4751	Complete	k141_33413	28662	29999	-	207.5	286	https://www.orthodb.org/v10?query=320163at4751	Ribonuclease Nob1, eukaryote
320638at4751	Complete	k141_35173	5760	7193	+	651.9	468	https://www.orthodb.org/v10?query=320638at4751	Nucleotide-diphospho-sugar transferase
320777at4751	Complete	k141_28013	14097	15251	+	302.7	275	https://www.orthodb.org/v10?query=320777at4751	Translation initiation factor IF2/IF5
320782at4751	Complete	k141_36506	62367	63701	-	137.0	315	https://www.orthodb.org/v10?query=320782at4751	RNA polymerase I associated factor, A49-like protein
321416at4751	Missing
321585at4751	Complete	k141_37374	6830	7696	+	319.7	247	https://www.orthodb.org/v10?query=321585at4751	U3 small nucleolar ribonucleoprotein IMP4
321728at4751	Complete	k141_33323	148676	149809	-	300.6	207	https://www.orthodb.org/v10?query=321728at4751	GPI-anchor transamidase
322254at4751	Complete	k141_8492	18267	21634	-	122.7	198	https://www.orthodb.org/v10?query=322254at4751	Histone acetyltransferase type B catalytic subunit
322267at4751	Complete	k141_615	65885	67087	-	107.9	232	https://www.orthodb.org/v10?query=322267at4751	ubiquitin carboxyl-terminal hydrolase
323327at4751	Complete	k141_23304	12537	13460	-	243.2	230	https://www.orthodb.org/v10?query=323327at4751	Translation initiation factor eIF-2B subunit alpha
324442at4751	Complete	k141_6912	103737	105176	+	93.4	93	https://www.orthodb.org/v10?query=324442at4751	Cell division control protein 73, C-terminal
325992at4751	Complete	k141_21590	78946	79845	-	82.9	100	https://www.orthodb.org/v10?query=325992at4751	Protein BCP1
326512at4751	Complete	k141_31090	33052	34440	+	86.5	170	https://www.orthodb.org/v10?query=326512at4751	WD40-repeat-containing domain
326649at4751	Complete	k141_50523	2260	9648	+	468.1	428	https://www.orthodb.org/v10?query=326649at4751	Phosphoacetylglucosamine mutase
327672at4751	Complete	k141_9758	52521	53504	+	159.1	177	https://www.orthodb.org/v10?query=327672at4751	CDK-activating kinase assembly factor MAT1
327748at4751	Missing
327884at4751	Complete	k141_48180	38875	40458	-	356.3	239	https://www.orthodb.org/v10?query=327884at4751	60S acidic ribosomal protein P0
329067at4751	Complete	k141_7436	21304	23109	-	157.1	342	https://www.orthodb.org/v10?query=329067at4751	Anaphase-promoting complex subunit 2
330533at4751	Complete	k141_13489	127815	129311	-	232.3	260	https://www.orthodb.org/v10?query=330533at4751	Xaa-pro dipeptidase app
330551at4751	Complete	k141_4106	90752	92536	-	243.1	265	https://www.orthodb.org/v10?query=330551at4751	Rab proteins geranylgeranyltransferase
330629at4751	Complete	k141_51582	89160	89885	-	282.0	186	https://www.orthodb.org/v10?query=330629at4751	Proteasome subunit beta type
330815at4751	Complete	k141_33412	30943	31848	-	303.0	231	https://www.orthodb.org/v10?query=330815at4751	Translation initiation factor 2, alpha subunit
330949at4751	Complete	k141_33175	10599	11840	+	400.4	347	https://www.orthodb.org/v10?query=330949at4751	tRNA pseudouridine synthase
331022at4751	Complete	k141_6912	376320	377414	+	115.5	128	https://www.orthodb.org/v10?query=331022at4751	P-loop containing nucleoside triphosphate hydrolase protein
331763at4751	Complete	k141_3438	95503	96222	+	359.5	201	https://www.orthodb.org/v10?query=331763at4751	Ribosomal protein S5
332006at4751	Complete	k141_26527	23611	24630	+	246.7	219	https://www.orthodb.org/v10?query=332006at4751	SURF1-like protein
332036at4751	Complete	k141_4106	63203	64381	+	318.7	205	https://www.orthodb.org/v10?query=332036at4751	GPN-loop GTPase
332416at4751	Complete	k141_16062	56073	61346	-	184.6	158	https://www.orthodb.org/v10?query=332416at4751	P-loop containing nucleoside triphosphate hydrolase protein
332876at4751	Complete	k141_17414	61599	63653	+	473.6	426	https://www.orthodb.org/v10?query=332876at4751	WD40/YVTN repeat-like-containing domain superfamily
332891at4751	Complete	k141_33323	93867	95420	+	371.6	295	https://www.orthodb.org/v10?query=332891at4751	Glycerol
334424at4751	Complete	k141_4008	2284	3246	-	256.2	184	https://www.orthodb.org/v10?query=334424at4751	rRNA adenine N(6)-methyltransferase
335237at4751	Complete	k141_37305	61069	63333	+	350.6	319	https://www.orthodb.org/v10?query=335237at4751	P-loop containing nucleoside triphosphate hydrolase protein
335719at4751	Complete	k141_3336	1039	1932	+	361.7	236	https://www.orthodb.org/v10?query=335719at4751	mitochondrial carrier
336181at4751	Complete	k141_33323	97946	98983	+	247.4	231	https://www.orthodb.org/v10?query=336181at4751	Adenosine kinase
336187at4751	Complete	k141_43664	127124	127897	-	83.8	126	https://www.orthodb.org/v10?query=336187at4751	Ubiquitin-conjugating enzyme/RWD-like protein
337150at4751	Missing
337917at4751	Complete	k141_33036	111290	112165	-	137.7	199	https://www.orthodb.org/v10?query=337917at4751	ribosomal protein S15
338301at4751	Complete	k141_3713	5144	5863	+	88.5	125	https://www.orthodb.org/v10?query=338301at4751	37S ribosomal protein S25, mitochondrial
338808at4751	Complete	k141_49770	13937	14983	+	354.7	275	https://www.orthodb.org/v10?query=338808at4751	Golgi phosphoprotein 3-like
339525at4751	Complete	k141_6912	346774	347958	+	232.8	251	https://www.orthodb.org/v10?query=339525at4751	Aminomethyltransferase
342642at4751	Complete	k141_4623	3661	4743	+	324.3	269	https://www.orthodb.org/v10?query=342642at4751	Dihydroorotase
343196at4751	Complete	k141_33417	141506	142549	+	171.3	205	https://www.orthodb.org/v10?query=343196at4751	Ubiquitin-activating enzyme
343603at4751	Complete	k141_36506	37719	38741	+	283.4	249	https://www.orthodb.org/v10?query=343603at4751	Very-long-chain 3-oxoacyl-CoA reductase
343623at4751	Missing
343717at4751	Complete	k141_17707	17595	19757	+	147.9	314	https://www.orthodb.org/v10?query=343717at4751	RNA polymerase III Rpc82, C -terminal
344553at4751	Complete	k141_28888	97494	98603	+	163.9	132	https://www.orthodb.org/v10?query=344553at4751	Ubiquitin fusion degradation protein 1
345661at4751	Complete	k141_16888	7241	8290	-	69.9	56	https://www.orthodb.org/v10?query=345661at4751	tRNA-splicing endonuclease subunit Sen2
348020at4751	Complete	k141_49906	80298	81101	-	80.4	171	https://www.orthodb.org/v10?query=348020at4751	Formyl transferase, N-terminal
348111at4751	Complete	k141_3642	9245	10318	-	327.8	245	https://www.orthodb.org/v10?query=348111at4751	Ribosomal protein L2
349264at4751	Complete	k141_4077	22608	23459	-	294.8	174	https://www.orthodb.org/v10?query=349264at4751	Proteasome subunit beta type
350840at4751	Complete	k141_23075	160087	160914	-	112.5	118	https://www.orthodb.org/v10?query=350840at4751	Isopentenyl-diphosphate delta-isomerase
351351at4751	Complete	k141_4077	14355	15920	-	352.7	386	https://www.orthodb.org/v10?query=351351at4751	Mannosyltransferase
351482at4751	Complete	k141_33066	102491	103429	-	421.0	244	https://www.orthodb.org/v10?query=351482at4751	Prohibitin-2
351646at4751	Complete	k141_96	24859	25944	-	96.9	118	https://www.orthodb.org/v10?query=351646at4751	25S rRNA (uridine-N(3))-methyltransferase
351651at4751	Complete	k141_6912	317586	319013	+	211.9	274	https://www.orthodb.org/v10?query=351651at4751	Chitobiosyldiphosphodolichol beta-mannosyltransferase
351849at4751	Complete	k141_14322	182819	183520	-	169.2	174	https://www.orthodb.org/v10?query=351849at4751	Ribosome assembly factor mrt4
351858at4751	Complete	k141_52220	253	987	+	344.6	207	https://www.orthodb.org/v10?query=351858at4751	Eukaryotic translation initiation factor 6
351906at4751	Missing
352224at4751	Complete	k141_31090	10872	11498	-	121.5	124	https://www.orthodb.org/v10?query=352224at4751	yeats-domain-containing protein
352999at4751	Complete	k141_43376	26312	26923	+	295.6	161	https://www.orthodb.org/v10?query=352999at4751	Small GTPase superfamily
353685at4751	Missing
353762at4751	Complete	k141_46750	399	1322	+	278.7	271	https://www.orthodb.org/v10?query=353762at4751	Chitin synthase export chaperone
353991at4751	Complete	k141_41381	5	1228	+	376.3	289	https://www.orthodb.org/v10?query=353991at4751	DnaJ domain
354679at4751	Complete	k141_6912	114270	115079	-	390.8	245	https://www.orthodb.org/v10?query=354679at4751	Cell differentiation protein rcd1
354739at4751	Complete	k141_3757	14405	15316	+	215.7	214	https://www.orthodb.org/v10?query=354739at4751	Ribosomal protein L5
354778at4751	Complete	k141_43115	28321	29496	-	426.0	305	https://www.orthodb.org/v10?query=354778at4751	Diphosphomevalonate decarboxylase
354913at4751	Complete	k141_49660	28366	29124	+	227.4	189	https://www.orthodb.org/v10?query=354913at4751	von Willebrand factor A-like domain superfamily
355454at4751	Complete	k141_35173	70310	71668	+	267.5	296	https://www.orthodb.org/v10?query=355454at4751	Iron hydrogenase
355525at4751	Complete	k141_13489	110299	111495	-	299.5	331	https://www.orthodb.org/v10?query=355525at4751	Leucine-rich repeat
355781at4751	Complete	k141_47579	12118	12870	+	129.5	157	https://www.orthodb.org/v10?query=355781at4751	GTP cyclohydrolase 1 type 2/Nif3
356079at4751	Missing
356691at4751	Complete	k141_6902	25303	28773	-	236.1	243	https://www.orthodb.org/v10?query=356691at4751	Peroxisome biogenesis factor 1
356743at4751	Complete	k141_6515	148898	149548	+	298.4	174	https://www.orthodb.org/v10?query=356743at4751	Ribosomal protein
357182at4751	Complete	k141_4008	46326	47876	+	279.6	321	https://www.orthodb.org/v10?query=357182at4751	DNA primase large subunit
357584at4751	Complete	k141_20152	146565	147551	-	205.8	185	https://www.orthodb.org/v10?query=357584at4751	Metal-dependent protein hydrolase
358012at4751	Missing
358118at4751	Missing
359271at4751	Complete	k141_49660	193322	194863	+	318.6	321	https://www.orthodb.org/v10?query=359271at4751	Membrane protein TMS1
359482at4751	Complete	k141_6995	2138	2797	+	127.9	118	https://www.orthodb.org/v10?query=359482at4751	vesicle transporter SEC22
359627at4751	Complete	k141_6912	277175	277915	+	165.5	165	https://www.orthodb.org/v10?query=359627at4751	Trafficking protein particle complex subunit
360800at4751	Missing
361877at4751	Complete	k141_21590	40959	41837	+	80.4	157	https://www.orthodb.org/v10?query=361877at4751	Scavenger mRNA decapping enzyme
362218at4751	Missing
362250at4751	Missing
362322at4751	Duplicated	k141_16062	38214	39083	+	78.5	101	https://www.orthodb.org/v10?query=362322at4751	RNA cap guanine-N2 methyltransferase
362322at4751	Duplicated	k141_28456	39045	39914	+	85.5	108	https://www.orthodb.org/v10?query=362322at4751	RNA cap guanine-N2 methyltransferase
362601at4751	Complete	k141_43641	5190	7121	+	515.0	473	https://www.orthodb.org/v10?query=362601at4751	Oxoglutarate/iron-dependent dioxygenase
363593at4751	Complete	k141_17414	17454	18173	-	248.1	194	https://www.orthodb.org/v10?query=363593at4751	Pre-mRNA-splicing factor CWC2
364123at4751	Complete	k141_382	38788	39945	-	246.4	244	https://www.orthodb.org/v10?query=364123at4751	26S Proteasome non-ATPase regulatory subunit 6
364284at4751	Complete	k141_20152	40687	42273	+	380.0	341	https://www.orthodb.org/v10?query=364284at4751	Amidase
365270at4751	Complete	k141_701	94128	95378	+	180.3	265	https://www.orthodb.org/v10?query=365270at4751	Cyclin-like protein
366595at4751	Complete	k141_9854	41453	42169	-	201.2	167	https://www.orthodb.org/v10?query=366595at4751	Dolichol-phosphate mannosyltransferase
366597at4751	Complete	k141_30091	29511	30338	-	159.3	193	https://www.orthodb.org/v10?query=366597at4751	Ribosomal protein
366635at4751	Complete	k141_13489	157955	158602	+	179.0	166	https://www.orthodb.org/v10?query=366635at4751	Matrin/U1-C-like, C2H2-type zinc finger
367778at4751	Complete	k141_10059	41932	42828	-	298.1	200	https://www.orthodb.org/v10?query=367778at4751	Acetolactate synthase
368706at4751	Complete	k141_96	95321	96139	-	239.3	186	https://www.orthodb.org/v10?query=368706at4751	Proteasome subunit beta
369435at4751	Complete	k141_36709	185508	187832	+	171.2	182	https://www.orthodb.org/v10?query=369435at4751	Triosephosphate isomerase
370505at4751	Complete	k141_17414	65684	66589	+	503.2	283	https://www.orthodb.org/v10?query=370505at4751	Phosphoribosylaminoimidazole-succinocarboxamide synthase
370952at4751	Complete	k141_6631	2210	2914	-	319.0	185	https://www.orthodb.org/v10?query=370952at4751	Ribosomal protein S3
371481at4751	Complete	k141_13489	8685	9437	-	173.6	177	https://www.orthodb.org/v10?query=371481at4751	Ribosome maturation protein SBDS, N-terminal
371674at4751	Complete	k141_6912	252672	253616	+	188.0	211	https://www.orthodb.org/v10?query=371674at4751	UPF0103-domain-containing protein
371862at4751	Complete	k141_33066	123168	123803	-	268.0	165	https://www.orthodb.org/v10?query=371862at4751	Septum-promoting GTP-binding protein 1
372381at4751	Complete	k141_6912	306151	307563	+	231.4	336	https://www.orthodb.org/v10?query=372381at4751	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1
372510at4751	Complete	k141_4008	16674	17873	-	172.8	196	https://www.orthodb.org/v10?query=372510at4751	transcription factor Tfb4
372972at4751	Complete	k141_40692	3074	3928	+	148.6	107	https://www.orthodb.org/v10?query=372972at4751	tRNA (guanine-N(7)-)-methyltransferase
374350at4751	Complete	k141_3952	70930	72183	-	209.7	160	https://www.orthodb.org/v10?query=374350at4751	phosphatidylserine decarboxylase
374548at4751	Complete	k141_33413	31477	32601	+	95.5	144	https://www.orthodb.org/v10?query=374548at4751	SGS domain
376255at4751	Complete	k141_8492	13263	14174	+	209.6	202	https://www.orthodb.org/v10?query=376255at4751	Transcription elongation factor S-II
376442at4751	Missing
376539at4751	Complete	k141_33880	24035	25741	-	192.4	416	https://www.orthodb.org/v10?query=376539at4751	Ribosome biogenesis protein Kri1
376586at4751	Complete	k141_51582	53241	54212	-	261.9	196	https://www.orthodb.org/v10?query=376586at4751	Deoxycytidylate deaminase
377787at4751	Complete	k141_14322	71881	72558	-	275.8	165	https://www.orthodb.org/v10?query=377787at4751	Ribosomal protein S7 domain
378256at4751	Complete	k141_6912	235016	235678	-	77.4	140	https://www.orthodb.org/v10?query=378256at4751	Exoribonuclease, PH domain 2 superfamily
378281at4751	Complete	k141_43664	46295	47134	+	195.0	190	https://www.orthodb.org/v10?query=378281at4751	Ribosomal protein L3
378295at4751	Missing
378376at4751	Complete	k141_37374	115822	116886	+	88.9	217	https://www.orthodb.org/v10?query=378376at4751	DUF1682-domain-containing protein
378430at4751	Complete	k141_1442	3298	4038	-	42.3	182	https://www.orthodb.org/v10?query=378430at4751	Serine/threonine-protein kinase RIO1
378436at4751	Complete	k141_17414	76060	77817	-	139.0	326	https://www.orthodb.org/v10?query=378436at4751	Signal recognition particle subunit SRP68
379525at4751	Complete	k141_33323	188159	188728	-	107.3	120	https://www.orthodb.org/v10?query=379525at4751	coatomer zeta subunit
382001at4751	Complete	k141_19223	468	4797	+	199.6	184	https://www.orthodb.org/v10?query=382001at4751	syntaxin 5
383007at4751	Complete	k141_35173	107208	108860	-	159.3	369	https://www.orthodb.org/v10?query=383007at4751	Transcription initiation factor IIE subunit alpha
384156at4751	Complete	k141_32297	24421	25908	+	161.2	180	https://www.orthodb.org/v10?query=384156at4751	ATP synthase subunit gamma
384315at4751	Complete	k141_6912	218443	219084	-	198.0	147	https://www.orthodb.org/v10?query=384315at4751	Proteasome subunit beta type
385139at4751	Complete	k141_36506	50548	51162	+	256.8	171	https://www.orthodb.org/v10?query=385139at4751	Proteasome subunit beta type
385343at4751	Complete	k141_10059	23814	24827	-	243.6	183	https://www.orthodb.org/v10?query=385343at4751	GTP cyclohydrolase II
385564at4751	Missing
385971at4751	Complete	k141_9854	61889	62749	+	74.7	125	https://www.orthodb.org/v10?query=385971at4751	Ribonuclease
386220at4751	Complete	k141_3664	73391	74185	-	228.3	152	https://www.orthodb.org/v10?query=386220at4751	Pre-rRNA-processing protein PNO1
386245at4751	Complete	k141_14322	224542	226428	-	142.0	191	https://www.orthodb.org/v10?query=386245at4751	Origin recognition complex subunit 2
387347at4751	Complete	k141_14322	228994	229743	+	122.4	134	https://www.orthodb.org/v10?query=387347at4751	Exosome complex component CSL4
387759at4751	Complete	k141_41381	50062	50655	-	193.5	166	https://www.orthodb.org/v10?query=387759at4751	Mitochondrial inner membrane protease ATP23
388229at4751	Complete	k141_20285	4944	5585	+	170.2	120	https://www.orthodb.org/v10?query=388229at4751	RNA polymerase, Rpb5, N-terminal
389034at4751	Complete	k141_33323	28779	29723	-	308.0	180	https://www.orthodb.org/v10?query=389034at4751	rRNA 2'-O-methyltransferase fibrillarin
389547at4751	Missing
389565at4751	Complete	k141_51736	5220	6086	+	416.6	234	https://www.orthodb.org/v10?query=389565at4751	Cytochrome c-like domain
390518at4751	Complete	k141_29784	595	1515	+	326.1	259	https://www.orthodb.org/v10?query=390518at4751	26S proteasome regulatory subunit rpn-8
391384at4751	Complete	k141_49613	15818	16885	-	198.6	184	https://www.orthodb.org/v10?query=391384at4751	Exosome complex component RRP4
392558at4751	Complete	k141_51582	82431	83063	-	84.6	129	https://www.orthodb.org/v10?query=392558at4751	ESCRT-II complex, vps25 subunit
393440at4751	Complete	k141_33066	36756	37448	-	72.5	87	https://www.orthodb.org/v10?query=393440at4751	K Homology domain, type 1
393996at4751	Complete	k141_4077	24078	24599	+	254.4	144	https://www.orthodb.org/v10?query=393996at4751	Ribosomal protein L5
396097at4751	Complete	k141_16880	27285	29477	+	221.7	323	https://www.orthodb.org/v10?query=396097at4751	AVL9/DENND6 domain
396330at4751	Complete	k141_28456	12545	13486	+	199.0	155	https://www.orthodb.org/v10?query=396330at4751	UPF0016-domain-containing protein
396842at4751	Complete	k141_41381	46923	47747	-	263.6	214	https://www.orthodb.org/v10?query=396842at4751	18S rRNA (Guanine(1575)-N(7))-methyltransferase
397465at4751	Missing
398519at4751	Complete	k141_6912	375054	375917	-	133.5	190	https://www.orthodb.org/v10?query=398519at4751	chromatin associated protein KTI12
398592at4751	Complete	k141_39894	43098	44927	-	219.7	346	https://www.orthodb.org/v10?query=398592at4751	NUC153
398882at4751	Complete	k141_49613	21213	21689	-	208.2	133	https://www.orthodb.org/v10?query=398882at4751	Ubiquitin-conjugating enzyme E2 8
398968at4751	Complete	k141_36709	154705	155373	+	92.7	81	https://www.orthodb.org/v10?query=398968at4751	Trafficking protein particle complex subunit BET3
399376at4751	Complete	k141_20285	21892	22785	+	120.1	125	https://www.orthodb.org/v10?query=399376at4751	Ribosome biogenesis protein BRX1
399413at4751	Complete	k141_32297	66184	66888	-	173.2	174	https://www.orthodb.org/v10?query=399413at4751	riboflavin synthase, alpha subunit
399810at4751	Complete	k141_33412	23906	24472	+	110.8	123	https://www.orthodb.org/v10?query=399810at4751	GOLD domain
401387at4751	Complete	k141_35173	96307	97341	-	310.1	229	https://www.orthodb.org/v10?query=401387at4751	phosphopantothenate-cysteine ligase
402005at4751	Complete	k141_6912	357160	357723	+	121.1	100	https://www.orthodb.org/v10?query=402005at4751	Protein RER1
402255at4751	Complete	k141_13489	169182	170003	+	232.0	191	https://www.orthodb.org/v10?query=402255at4751	F-actin capping protein beta subunit
403079at4751	Complete	k141_43376	7618	8433	+	332.5	195	https://www.orthodb.org/v10?query=403079at4751	Vacuolar ATP synthase subunit D
404050at4751	Complete	k141_20152	91622	93043	+	262.9	352	https://www.orthodb.org/v10?query=404050at4751	DNA polymerase alpha/epsilon, subunit B
405669at4751	Complete	k141_701	69649	70626	+	194.2	237	https://www.orthodb.org/v10?query=405669at4751	Leucine-rich repeat
405898at4751	Complete	k141_6912	271582	272907	+	276.6	280	https://www.orthodb.org/v10?query=405898at4751	U4/U6 small nuclear ribonucleoprotein Prp3
406240at4751	Complete	k141_43376	56434	56949	+	159.3	130	https://www.orthodb.org/v10?query=406240at4751	RNA polymerase Rpb7-like, N-terminal domain superfamily
406403at4751	Complete	k141_49660	11480	12130	-	122.9	148	https://www.orthodb.org/v10?query=406403at4751	septum formation protein Maf
406434at4751	Fragmented	k141_49770	19104	20222	+	59.9	88	https://www.orthodb.org/v10?query=406434at4751	EB1, C-terminal
406793at4751	Complete	k141_17414	32688	33708	+	129.4	59	https://www.orthodb.org/v10?query=406793at4751	40S ribosomal protein S11
407348at4751	Complete	k141_43664	142187	143590	-	131.2	179	https://www.orthodb.org/v10?query=407348at4751	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit TRM82
408391at4751	Complete	k141_49660	134258	135004	+	93.7	114	https://www.orthodb.org/v10?query=408391at4751	Translocation protein sec66
408419at4751	Complete	k141_26527	27423	28814	-	85.3	166	https://www.orthodb.org/v10?query=408419at4751	Winged helix-like DNA-binding domain superfamily
409761at4751	Complete	k141_30091	46821	47771	-	52.5	137	https://www.orthodb.org/v10?query=409761at4751	Coatomer subunit epsilon
410458at4751	Complete	k141_32228	18675	19220	+	141.2	139	https://www.orthodb.org/v10?query=410458at4751	RNA-binding S4 domain
410782at4751	Complete	k141_37374	109845	110798	-	209.1	237	https://www.orthodb.org/v10?query=410782at4751	ATP-dependent (S)-NAD(P)H-hydrate dehydratase
410986at4751	Complete	k141_27079	35810	36370	-	233.8	184	https://www.orthodb.org/v10?query=410986at4751	PIN domain
410991at4751	Complete	k141_48180	34696	36412	-	121.5	118	https://www.orthodb.org/v10?query=410991at4751	Translationally controlled tumour protein
411130at4751	Complete	k141_43641	18774	20445	+	216.9	150	https://www.orthodb.org/v10?query=411130at4751	Snf7 family
411471at4751	Complete	k141_33417	137002	138201	+	196.4	277	https://www.orthodb.org/v10?query=411471at4751	phosphatidylinositol glycan, class U
411518at4751	Complete	k141_43664	29089	30390	+	171.4	287	https://www.orthodb.org/v10?query=411518at4751	Low-temperature viability protein ltv1
411677at4751	Complete	k141_6884	156278	156871	+	104.9	95	https://www.orthodb.org/v10?query=411677at4751	Rho GDP-dissociation inhibitor
411754at4751	Complete	k141_36813	16392	16994	-	174.3	164	https://www.orthodb.org/v10?query=411754at4751	Splicing factor U2AF 23 kDa subunit
411919at4751	Complete	k141_46750	1476	2605	-	123.9	151	https://www.orthodb.org/v10?query=411919at4751	Endoplasmic reticulum vesicle transporter, C-terminal
412006at4751	Complete	k141_1556	25677	26219	-	213.4	150	https://www.orthodb.org/v10?query=412006at4751	60S ribosome subunit biogenesis protein NIP7
413850at4751	Complete	k141_31090	118329	119087	+	97.7	175	https://www.orthodb.org/v10?query=413850at4751	mitochondrial glyco protein
414474at4751	Complete	k141_23325	215090	215746	+	94.4	214	https://www.orthodb.org/v10?query=414474at4751	Golgi SNAP receptor complex member 1
414508at4751	Complete	k141_28013	28930	29832	-	122.9	138	https://www.orthodb.org/v10?query=414508at4751	Ubiquinone biosynthesis protein COQ4, mitochondrial
416039at4751	Complete	k141_33036	122072	122659	+	110.1	119	https://www.orthodb.org/v10?query=416039at4751	Presequence translocated-associated motor subunit pam17
416914at4751	Complete	k141_33066	186135	187226	-	298.3	330	https://www.orthodb.org/v10?query=416914at4751	XPC-binding domain
417109at4751	Complete	k141_46750	83829	84509	-	94.6	112	https://www.orthodb.org/v10?query=417109at4751	Mediator of RNA polymerase II transcription subunit 7
417470at4751	Complete	k141_28456	27339	29795	-	84.3	265	https://www.orthodb.org/v10?query=417470at4751	Exocyst complex component EXO84
417746at4751	Complete	k141_14322	128492	129550	-	262.6	248	https://www.orthodb.org/v10?query=417746at4751	Zinc finger, CCCH-type
418242at4751	Complete	k141_46750	144167	144940	-	108.1	149	https://www.orthodb.org/v10?query=418242at4751	Chorismate mutase
418644at4751	Complete	k141_49906	15782	17344	+	226.4	363	https://www.orthodb.org/v10?query=418644at4751	NEDD8-activating enzyme E1 regulatory subunit
418680at4751	Complete	k141_36709	158666	159412	-	151.1	162	https://www.orthodb.org/v10?query=418680at4751	Exosome complex exonuclease RRP41
419048at4751	Complete	k141_6912	177228	177842	+	134.5	104	https://www.orthodb.org/v10?query=419048at4751	Synaptobrevin
419200at4751	Complete	k141_9758	54459	55220	+	121.0	178	https://www.orthodb.org/v10?query=419200at4751	Luc7-related
419232at4751	Missing
419667at4751	Complete	k141_43641	56690	57193	-	108.5	105	https://www.orthodb.org/v10?query=419667at4751	Peptidyl-prolyl cis-trans isomerase
419868at4751	Complete	k141_34250	7350	7772	-	162.7	112	https://www.orthodb.org/v10?query=419868at4751	Ribosomal protein S13/S15, N-terminal
420414at4751	Missing
420527at4751	Complete	k141_36709	1775	2929	+	112.5	188	https://www.orthodb.org/v10?query=420527at4751	SEP domain
421097at4751	Complete	k141_14322	109843	110418	-	103.4	118	https://www.orthodb.org/v10?query=421097at4751	Acyl-CoA N-acyltransferase
421687at4751	Complete	k141_3642	12557	14830	+	40.6	259	https://www.orthodb.org/v10?query=421687at4751	putative amino-acid N-acetyltransferase subunit Mak10
422151at4751	Complete	k141_6902	4729	5250	-	214.0	132	https://www.orthodb.org/v10?query=422151at4751	Ubiquitin-conjugating enzyme E2 2
422622at4751	Complete	k141_28456	3663	4064	+	114.8	121	https://www.orthodb.org/v10?query=422622at4751	prefoldin, alpha subunit
