# BUSCO version is: 5.1.3 
# The lineage dataset is: fungi_odb10 (Creation date: 2020-09-10, number of genomes: 549, number of BUSCOs: 758)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
329067at4751	Complete	k141_16069	8658	9893	+	195.5	256	https://www.orthodb.org/v10?query=329067at4751	Anaphase-promoting complex subunit 2
330533at4751	Complete	k141_44997	151991	155407	-	234.6	278	https://www.orthodb.org/v10?query=330533at4751	Xaa-pro dipeptidase app
330551at4751	Complete	k141_42321	188022	189944	+	242.1	269	https://www.orthodb.org/v10?query=330551at4751	Rab proteins geranylgeranyltransferase
330629at4751	Complete	k141_21099	149701	150426	+	281.2	186	https://www.orthodb.org/v10?query=330629at4751	Proteasome subunit beta type
330815at4751	Missing
330949at4751	Complete	k141_47538	115482	116651	-	403.9	346	https://www.orthodb.org/v10?query=330949at4751	tRNA pseudouridine synthase
331022at4751	Complete	k141_13458	6833	7828	-	117.8	129	https://www.orthodb.org/v10?query=331022at4751	P-loop containing nucleoside triphosphate hydrolase protein
331763at4751	Complete	k141_27641	237280	238053	+	379.4	201	https://www.orthodb.org/v10?query=331763at4751	Ribosomal protein S5
332006at4751	Complete	k141_19461	1571	2512	+	235.1	244	https://www.orthodb.org/v10?query=332006at4751	SURF1-like protein
332036at4751	Complete	k141_26550	218173	219282	-	316.1	207	https://www.orthodb.org/v10?query=332036at4751	GPN-loop GTPase
332416at4751	Complete	k141_875	26151	26894	+	204.9	172	https://www.orthodb.org/v10?query=332416at4751	P-loop containing nucleoside triphosphate hydrolase protein
332876at4751	Complete	k141_47159	3599	5719	+	479.6	504	https://www.orthodb.org/v10?query=332876at4751	WD40/YVTN repeat-like-containing domain superfamily
332891at4751	Complete	k141_16069	460355	462079	+	356.9	358	https://www.orthodb.org/v10?query=332891at4751	Glycerol
334424at4751	Complete	k141_16069	158792	159766	-	266.5	172	https://www.orthodb.org/v10?query=334424at4751	rRNA adenine N(6)-methyltransferase
335237at4751	Complete	k141_20094	173402	175375	-	337.3	241	https://www.orthodb.org/v10?query=335237at4751	P-loop containing nucleoside triphosphate hydrolase protein
335719at4751	Complete	k141_666	61240	62121	+	363.6	236	https://www.orthodb.org/v10?query=335719at4751	mitochondrial carrier
336181at4751	Complete	k141_3166	112712	113749	+	259.1	230	https://www.orthodb.org/v10?query=336181at4751	Adenosine kinase
336187at4751	Complete	k141_52721	213172	213861	+	80.4	132	https://www.orthodb.org/v10?query=336187at4751	Ubiquitin-conjugating enzyme/RWD-like protein
337150at4751	Complete	k141_10230	75809	78241	+	395.9	617	https://www.orthodb.org/v10?query=337150at4751	Exocyst complex component Sec10
337917at4751	Missing
338301at4751	Complete	k141_3166	23380	24033	+	103.9	109	https://www.orthodb.org/v10?query=338301at4751	37S ribosomal protein S25, mitochondrial
338808at4751	Missing
339525at4751	Complete	k141_47159	14509	15669	+	215.3	247	https://www.orthodb.org/v10?query=339525at4751	Aminomethyltransferase
342642at4751	Complete	k141_11321	39010	40086	-	334.4	268	https://www.orthodb.org/v10?query=342642at4751	Dihydroorotase
343196at4751	Complete	k141_16069	509492	510502	-	150.4	210	https://www.orthodb.org/v10?query=343196at4751	Ubiquitin-activating enzyme
343603at4751	Complete	k141_49925	74350	82102	-	280.3	244	https://www.orthodb.org/v10?query=343603at4751	Very-long-chain 3-oxoacyl-CoA reductase
343623at4751	Complete	k141_52721	148009	148644	-	101.3	161	https://www.orthodb.org/v10?query=343623at4751	Nucleolar protein 16
343717at4751	Complete	k141_16069	555681	557504	+	183.1	337	https://www.orthodb.org/v10?query=343717at4751	RNA polymerase III Rpc82, C -terminal
344553at4751	Complete	k141_16069	384388	385452	-	170.8	132	https://www.orthodb.org/v10?query=344553at4751	Ubiquitin fusion degradation protein 1
345661at4751	Complete	k141_38966	73143	74213	+	70.7	45	https://www.orthodb.org/v10?query=345661at4751	tRNA-splicing endonuclease subunit Sen2
348020at4751	Complete	k141_26550	25043	26047	-	82.3	140	https://www.orthodb.org/v10?query=348020at4751	Formyl transferase, N-terminal
348111at4751	Complete	k141_41292	27295	28332	-	331.4	249	https://www.orthodb.org/v10?query=348111at4751	Ribosomal protein L2
349264at4751	Complete	k141_31279	105485	106339	-	297.2	174	https://www.orthodb.org/v10?query=349264at4751	Proteasome subunit beta type
350840at4751	Complete	k141_31279	222135	222959	+	116.2	118	https://www.orthodb.org/v10?query=350840at4751	Isopentenyl-diphosphate delta-isomerase
351351at4751	Complete	k141_17245	106671	108203	-	406.9	371	https://www.orthodb.org/v10?query=351351at4751	Mannosyltransferase
351482at4751	Complete	k141_47159	202423	203352	-	458.8	245	https://www.orthodb.org/v10?query=351482at4751	Prohibitin-2
351646at4751	Complete	k141_45201	74	1027	+	83.8	162	https://www.orthodb.org/v10?query=351646at4751	25S rRNA (uridine-N(3))-methyltransferase
351651at4751	Complete	k141_45424	18197	19507	-	249.2	288	https://www.orthodb.org/v10?query=351651at4751	Chitobiosyldiphosphodolichol beta-mannosyltransferase
351849at4751	Missing
351858at4751	Complete	k141_3166	39875	40609	+	343.7	185	https://www.orthodb.org/v10?query=351858at4751	Eukaryotic translation initiation factor 6
351906at4751	Missing
352224at4751	Complete	k141_36848	39110	39730	-	125.3	112	https://www.orthodb.org/v10?query=352224at4751	yeats-domain-containing protein
352999at4751	Complete	k141_21099	164564	165178	-	293.7	161	https://www.orthodb.org/v10?query=352999at4751	Small GTPase superfamily
353685at4751	Complete	k141_26550	219589	220359	-	173.4	188	https://www.orthodb.org/v10?query=353685at4751	ER membrane protein complex subunit 3
353762at4751	Complete	k141_43136	1308	2222	+	355.2	269	https://www.orthodb.org/v10?query=353762at4751	Chitin synthase export chaperone
353991at4751	Complete	k141_34725	40621	41901	+	372.5	312	https://www.orthodb.org/v10?query=353991at4751	DnaJ domain
354679at4751	Complete	k141_52264	49936	51096	-	418.1	247	https://www.orthodb.org/v10?query=354679at4751	Cell differentiation protein rcd1
354739at4751	Complete	k141_38966	1119	1955	+	188.2	210	https://www.orthodb.org/v10?query=354739at4751	Ribosomal protein L5
354778at4751	Complete	k141_8523	127953	129155	-	439.2	309	https://www.orthodb.org/v10?query=354778at4751	Diphosphomevalonate decarboxylase
354913at4751	Missing
355454at4751	Complete	k141_6907	72452	73879	-	279.2	304	https://www.orthodb.org/v10?query=355454at4751	Iron hydrogenase
355525at4751	Complete	k141_31279	34977	36221	+	327.9	332	https://www.orthodb.org/v10?query=355525at4751	Leucine-rich repeat
355781at4751	Complete	k141_21099	53623	54435	-	137.6	174	https://www.orthodb.org/v10?query=355781at4751	GTP cyclohydrolase 1 type 2/Nif3
356079at4751	Complete	k141_25253	16305	17225	+	185.5	178	https://www.orthodb.org/v10?query=356079at4751	DNA glycosylase
356691at4751	Complete	k141_44997	61438	64539	-	244.2	217	https://www.orthodb.org/v10?query=356691at4751	Peroxisome biogenesis factor 1
356743at4751	Complete	k141_18055	27063	27713	-	295.7	173	https://www.orthodb.org/v10?query=356743at4751	Ribosomal protein
357182at4751	Complete	k141_33231	30912	32402	+	302.2	339	https://www.orthodb.org/v10?query=357182at4751	DNA primase large subunit
357584at4751	Complete	k141_5330	62675	63631	+	217.9	184	https://www.orthodb.org/v10?query=357584at4751	Metal-dependent protein hydrolase
358012at4751	Complete	k141_26550	67737	68540	-	207.7	200	https://www.orthodb.org/v10?query=358012at4751	Eukaryotic translation initiation factor 3 subunit G
358118at4751	Missing
359271at4751	Complete	k141_52721	117484	118890	-	353.9	313	https://www.orthodb.org/v10?query=359271at4751	Membrane protein TMS1
359482at4751	Complete	k141_29249	31191	32794	+	146.5	118	https://www.orthodb.org/v10?query=359482at4751	vesicle transporter SEC22
359627at4751	Missing
360800at4751	Complete	k141_3068	19044	20555	+	47.8	186	https://www.orthodb.org/v10?query=360800at4751	plus-3-domain-containing protein
361877at4751	Missing
362218at4751	Complete	k141_5779	12116	13384	-	162.5	185	https://www.orthodb.org/v10?query=362218at4751	Nop domain
362250at4751	Complete	k141_38966	102880	103599	+	189.4	201	https://www.orthodb.org/v10?query=362250at4751	Bax inhibitor 1-related
362322at4751	Complete	k141_16069	290539	291246	-	85.0	111	https://www.orthodb.org/v10?query=362322at4751	RNA cap guanine-N2 methyltransferase
362601at4751	Complete	k141_8111	67380	69125	+	583.9	472	https://www.orthodb.org/v10?query=362601at4751	Oxoglutarate/iron-dependent dioxygenase
363593at4751	Complete	k141_1173	47632	48393	-	252.1	216	https://www.orthodb.org/v10?query=363593at4751	Pre-mRNA-splicing factor CWC2
364123at4751	Missing
364284at4751	Complete	k141_17245	6680	7996	-	421.5	339	https://www.orthodb.org/v10?query=364284at4751	Amidase
365270at4751	Complete	k141_44997	79715	80722	-	228.2	265	https://www.orthodb.org/v10?query=365270at4751	Cyclin-like protein
366595at4751	Complete	k141_16069	572027	572803	-	141.6	166	https://www.orthodb.org/v10?query=366595at4751	Dolichol-phosphate mannosyltransferase
366597at4751	Complete	k141_6907	172633	173427	+	138.8	192	https://www.orthodb.org/v10?query=366597at4751	Ribosomal protein
366635at4751	Complete	k141_52585	106314	107048	-	175.2	179	https://www.orthodb.org/v10?query=366635at4751	Matrin/U1-C-like, C2H2-type zinc finger
367778at4751	Complete	k141_5779	35334	36191	-	284.6	195	https://www.orthodb.org/v10?query=367778at4751	Acetolactate synthase
368706at4751	Complete	k141_3068	24196	24972	+	251.2	184	https://www.orthodb.org/v10?query=368706at4751	Proteasome subunit beta
369435at4751	Complete	k141_8523	70396	72467	-	165.4	181	https://www.orthodb.org/v10?query=369435at4751	Triosephosphate isomerase
370505at4751	Complete	k141_5330	79223	80125	+	502.6	286	https://www.orthodb.org/v10?query=370505at4751	Phosphoribosylaminoimidazole-succinocarboxamide synthase
370952at4751	Complete	k141_21995	64710	65393	+	323.1	185	https://www.orthodb.org/v10?query=370952at4751	Ribosomal protein S3
371481at4751	Complete	k141_42321	174097	174900	+	177.0	149	https://www.orthodb.org/v10?query=371481at4751	Ribosome maturation protein SBDS, N-terminal
371674at4751	Complete	k141_3166	8465	9521	+	192.0	211	https://www.orthodb.org/v10?query=371674at4751	UPF0103-domain-containing protein
371862at4751	Missing
372381at4751	Complete	k141_8111	115538	116941	-	259.0	352	https://www.orthodb.org/v10?query=372381at4751	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1
372510at4751	Complete	k141_3903	45451	46597	-	201.5	197	https://www.orthodb.org/v10?query=372510at4751	transcription factor Tfb4
372972at4751	Missing
374350at4751	Complete	k141_43136	26086	27696	-	204.2	157	https://www.orthodb.org/v10?query=374350at4751	phosphatidylserine decarboxylase
374548at4751	Complete	k141_10090	268646	269710	+	102.7	201	https://www.orthodb.org/v10?query=374548at4751	SGS domain
376255at4751	Missing
376442at4751	Complete	k141_9984	15751	17433	-	166.9	241	https://www.orthodb.org/v10?query=376442at4751	Vps52
376539at4751	Complete	k141_20094	120265	121953	-	216.9	387	https://www.orthodb.org/v10?query=376539at4751	Ribosome biogenesis protein Kri1
376586at4751	Complete	k141_43136	28182	29096	+	282.6	216	https://www.orthodb.org/v10?query=376586at4751	Deoxycytidylate deaminase
377787at4751	Complete	k141_16069	537018	537716	-	283.1	185	https://www.orthodb.org/v10?query=377787at4751	Ribosomal protein S7 domain
378256at4751	Complete	k141_5779	17318	17962	-	111.4	149	https://www.orthodb.org/v10?query=378256at4751	Exoribonuclease, PH domain 2 superfamily
378281at4751	Complete	k141_42321	288223	288963	-	178.2	184	https://www.orthodb.org/v10?query=378281at4751	Ribosomal protein L3
378295at4751	Complete	k141_10230	122182	123303	-	112.8	227	https://www.orthodb.org/v10?query=378295at4751	Exosome complex component RRP43
378376at4751	Complete	k141_43136	18709	19755	+	70.4	217	https://www.orthodb.org/v10?query=378376at4751	DUF1682-domain-containing protein
378430at4751	Complete	k141_16784	50603	51988	+	302.1	247	https://www.orthodb.org/v10?query=378430at4751	Serine/threonine-protein kinase RIO1
378436at4751	Missing
379525at4751	Complete	k141_19461	140496	141068	+	108.1	127	https://www.orthodb.org/v10?query=379525at4751	coatomer zeta subunit
382001at4751	Complete	k141_47159	112137	113075	-	211.9	212	https://www.orthodb.org/v10?query=382001at4751	syntaxin 5
383007at4751	Complete	k141_47159	118628	119869	-	194.5	319	https://www.orthodb.org/v10?query=383007at4751	Transcription initiation factor IIE subunit alpha
384156at4751	Complete	k141_47159	18714	19580	+	162.1	180	https://www.orthodb.org/v10?query=384156at4751	ATP synthase subunit gamma
384315at4751	Complete	k141_8111	118489	119384	+	182.2	147	https://www.orthodb.org/v10?query=384315at4751	Proteasome subunit beta type
385139at4751	Complete	k141_34611	22085	22684	+	254.1	164	https://www.orthodb.org/v10?query=385139at4751	Proteasome subunit beta type
385343at4751	Complete	k141_31899	13366	14292	+	244.7	180	https://www.orthodb.org/v10?query=385343at4751	GTP cyclohydrolase II
385564at4751	Complete	k141_28024	20109	21397	+	252.5	280	https://www.orthodb.org/v10?query=385564at4751	WD40-repeat-containing domain
385971at4751	Complete	k141_13458	27738	28562	+	90.0	134	https://www.orthodb.org/v10?query=385971at4751	Ribonuclease
386220at4751	Complete	k141_52585	23684	24448	-	232.1	153	https://www.orthodb.org/v10?query=386220at4751	Pre-rRNA-processing protein PNO1
386245at4751	Complete	k141_8523	62570	64171	+	151.5	243	https://www.orthodb.org/v10?query=386245at4751	Origin recognition complex subunit 2
387347at4751	Complete	k141_31279	159883	160728	+	134.4	158	https://www.orthodb.org/v10?query=387347at4751	Exosome complex component CSL4
387759at4751	Complete	k141_10230	62200	62847	-	212.9	153	https://www.orthodb.org/v10?query=387759at4751	Mitochondrial inner membrane protease ATP23
388229at4751	Complete	k141_49925	41058	41696	-	171.3	117	https://www.orthodb.org/v10?query=388229at4751	RNA polymerase, Rpb5, N-terminal
389034at4751	Complete	k141_52264	22161	23117	+	301.6	180	https://www.orthodb.org/v10?query=389034at4751	rRNA 2'-O-methyltransferase fibrillarin
389547at4751	Complete	k141_8523	80736	81608	-	102.8	96	https://www.orthodb.org/v10?query=389547at4751	Pre-mRNA-splicing factor slt11
389565at4751	Complete	k141_10090	216302	217174	+	427.7	228	https://www.orthodb.org/v10?query=389565at4751	Cytochrome c-like domain
390518at4751	Complete	k141_40684	63066	63881	-	339.1	234	https://www.orthodb.org/v10?query=390518at4751	26S proteasome regulatory subunit rpn-8
391384at4751	Missing
392558at4751	Missing
393440at4751	Complete	k141_19461	126486	127160	+	77.1	75	https://www.orthodb.org/v10?query=393440at4751	K Homology domain, type 1
393996at4751	Complete	k141_16069	361807	362325	-	262.2	144	https://www.orthodb.org/v10?query=393996at4751	Ribosomal protein L5
396097at4751	Complete	k141_52721	189395	191221	-	313.6	356	https://www.orthodb.org/v10?query=396097at4751	AVL9/DENND6 domain
396330at4751	Complete	k141_9984	53299	54345	-	194.1	154	https://www.orthodb.org/v10?query=396330at4751	UPF0016-domain-containing protein
396842at4751	Complete	k141_10230	58296	59102	-	270.4	220	https://www.orthodb.org/v10?query=396842at4751	18S rRNA (Guanine(1575)-N(7))-methyltransferase
397465at4751	Missing
398519at4751	Complete	k141_13458	8194	9045	+	138.7	182	https://www.orthodb.org/v10?query=398519at4751	chromatin associated protein KTI12
398592at4751	Complete	k141_16784	54449	56425	+	299.2	388	https://www.orthodb.org/v10?query=398592at4751	NUC153
398882at4751	Complete	k141_3166	98169	98769	+	222.7	134	https://www.orthodb.org/v10?query=398882at4751	Ubiquitin-conjugating enzyme E2 8
398968at4751	Complete	k141_10090	261311	261859	-	103.8	86	https://www.orthodb.org/v10?query=398968at4751	Trafficking protein particle complex subunit BET3
399376at4751	Complete	k141_10230	33607	34458	+	117.1	146	https://www.orthodb.org/v10?query=399376at4751	Ribosome biogenesis protein BRX1
399413at4751	Complete	k141_52721	14994	15677	-	177.4	149	https://www.orthodb.org/v10?query=399413at4751	riboflavin synthase, alpha subunit
399810at4751	Complete	k141_8111	101309	101902	-	118.4	123	https://www.orthodb.org/v10?query=399810at4751	GOLD domain
401387at4751	Complete	k141_48150	8005	9015	+	319.8	240	https://www.orthodb.org/v10?query=401387at4751	phosphopantothenate-cysteine ligase
402005at4751	Missing
402255at4751	Complete	k141_26550	282739	283533	-	239.8	182	https://www.orthodb.org/v10?query=402255at4751	F-actin capping protein beta subunit
403079at4751	Complete	k141_41292	21452	22300	+	341.4	223	https://www.orthodb.org/v10?query=403079at4751	Vacuolar ATP synthase subunit D
404050at4751	Missing
405669at4751	Complete	k141_11321	28445	29458	-	215.8	240	https://www.orthodb.org/v10?query=405669at4751	Leucine-rich repeat
405898at4751	Missing
406240at4751	Complete	k141_20673	5279	5791	-	156.1	129	https://www.orthodb.org/v10?query=406240at4751	RNA polymerase Rpb7-like, N-terminal domain superfamily
406403at4751	Complete	k141_36848	42427	43155	+	102.4	150	https://www.orthodb.org/v10?query=406403at4751	septum formation protein Maf
406434at4751	Missing
406793at4751	Complete	k141_17245	185502	186231	+	127.4	59	https://www.orthodb.org/v10?query=406793at4751	40S ribosomal protein S11
407348at4751	Complete	k141_52721	203315	204610	+	149.3	199	https://www.orthodb.org/v10?query=407348at4751	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit TRM82
408391at4751	Complete	k141_6907	58776	59303	-	100.7	124	https://www.orthodb.org/v10?query=408391at4751	Translocation protein sec66
408419at4751	Complete	k141_10230	134978	138773	+	87.3	87	https://www.orthodb.org/v10?query=408419at4751	Winged helix-like DNA-binding domain superfamily
409761at4751	Complete	k141_42321	270360	271127	+	51.6	166	https://www.orthodb.org/v10?query=409761at4751	Coatomer subunit epsilon
410458at4751	Complete	k141_42321	291234	291779	+	162.9	140	https://www.orthodb.org/v10?query=410458at4751	RNA-binding S4 domain
410782at4751	Missing
410986at4751	Complete	k141_17245	95344	95904	-	232.8	139	https://www.orthodb.org/v10?query=410986at4751	PIN domain
410991at4751	Complete	k141_41292	42515	43000	-	124.6	113	https://www.orthodb.org/v10?query=410991at4751	Translationally controlled tumour protein
411130at4751	Missing
411471at4751	Complete	k141_41129	6742	7929	+	229.3	275	https://www.orthodb.org/v10?query=411471at4751	phosphatidylinositol glycan, class U
411518at4751	Missing
411677at4751	Complete	k141_47159	212130	212723	+	108.2	114	https://www.orthodb.org/v10?query=411677at4751	Rho GDP-dissociation inhibitor
411754at4751	Complete	k141_3512	19527	20027	-	212.3	153	https://www.orthodb.org/v10?query=411754at4751	Splicing factor U2AF 23 kDa subunit
411919at4751	Complete	k141_19461	36078	37055	-	120.5	150	https://www.orthodb.org/v10?query=411919at4751	Endoplasmic reticulum vesicle transporter, C-terminal
412006at4751	Complete	k141_18055	63144	63692	+	215.1	150	https://www.orthodb.org/v10?query=412006at4751	60S ribosome subunit biogenesis protein NIP7
413850at4751	Missing
414474at4751	Complete	k141_47159	92640	93299	-	100.1	157	https://www.orthodb.org/v10?query=414474at4751	Golgi SNAP receptor complex member 1
414508at4751	Complete	k141_42652	32925	33734	+	94.7	123	https://www.orthodb.org/v10?query=414508at4751	Ubiquinone biosynthesis protein COQ4, mitochondrial
416039at4751	Complete	k141_47538	105142	105588	-	128.2	125	https://www.orthodb.org/v10?query=416039at4751	Presequence translocated-associated motor subunit pam17
416914at4751	Complete	k141_34725	19146	20432	+	248.9	308	https://www.orthodb.org/v10?query=416914at4751	XPC-binding domain
417109at4751	Complete	k141_15687	26641	27304	+	100.2	120	https://www.orthodb.org/v10?query=417109at4751	Mediator of RNA polymerase II transcription subunit 7
417470at4751	Complete	k141_3903	49836	52091	+	143.8	244	https://www.orthodb.org/v10?query=417470at4751	Exocyst complex component EXO84
417746at4751	Complete	k141_36848	10237	11139	+	264.5	201	https://www.orthodb.org/v10?query=417746at4751	Zinc finger, CCCH-type
418242at4751	Complete	k141_20094	87731	88495	+	116.4	164	https://www.orthodb.org/v10?query=418242at4751	Chorismate mutase
418644at4751	Complete	k141_8111	129003	130634	+	199.7	322	https://www.orthodb.org/v10?query=418644at4751	NEDD8-activating enzyme E1 regulatory subunit
418680at4751	Complete	k141_47538	135034	135768	-	159.2	149	https://www.orthodb.org/v10?query=418680at4751	Exosome complex exonuclease RRP41
419048at4751	Complete	k141_16069	328957	329559	-	151.7	130	https://www.orthodb.org/v10?query=419048at4751	Synaptobrevin
419200at4751	Complete	k141_48150	82511	83215	-	131.7	201	https://www.orthodb.org/v10?query=419200at4751	Luc7-related
419232at4751	Complete	k141_16069	470690	471637	-	131.3	199	https://www.orthodb.org/v10?query=419232at4751	Nse4/EID family
419667at4751	Missing
419868at4751	Missing
420414at4751	Complete	k141_52179	8816	9910	-	72.8	91	https://www.orthodb.org/v10?query=420414at4751	GRASP55/65
420527at4751	Complete	k141_34611	27645	28712	+	109.7	163	https://www.orthodb.org/v10?query=420527at4751	SEP domain
421097at4751	Missing
421687at4751	Complete	k141_41292	13257	15143	-	141.8	282	https://www.orthodb.org/v10?query=421687at4751	putative amino-acid N-acetyltransferase subunit Mak10
422151at4751	Complete	k141_18481	112696	113240	-	213.1	133	https://www.orthodb.org/v10?query=422151at4751	Ubiquitin-conjugating enzyme E2 2
422622at4751	Complete	k141_3512	14945	15364	+	126.6	125	https://www.orthodb.org/v10?query=422622at4751	prefoldin, alpha subunit
422764at4751	Fragmented	k141_666	59067	59906	-	155.4	213	https://www.orthodb.org/v10?query=422764at4751	tRNA-splicing endonuclease, subunit Sen54
423166at4751	Complete	k141_13458	90917	91646	-	135.4	77	https://www.orthodb.org/v10?query=423166at4751	Ribosomal protein L14P
423206at4751	Missing
427250at4751	Missing
428342at4751	Complete	k141_16069	258631	259056	+	179.0	117	https://www.orthodb.org/v10?query=428342at4751	Ribosomal protein S19
428569at4751	Missing
428774at4751	Complete	k141_3166	57566	58251	+	210.7	174	https://www.orthodb.org/v10?query=428774at4751	Proteasome subunit beta type
428984at4751	Complete	k141_10230	217219	219273	+	459.3	465	https://www.orthodb.org/v10?query=428984at4751	BRCT domain
429332at4751	Missing
429862at4751	Missing
430556at4751	Complete	k141_33231	70828	72888	+	112.9	371	https://www.orthodb.org/v10?query=430556at4751	Nucleoporin NUP88/NUP82
431195at4751	Complete	k141_18055	20005	20433	-	108.9	102	https://www.orthodb.org/v10?query=431195at4751	Polysaccharide biosynthesis domain
431607at4751	Complete	k141_5330	102090	102623	+	116.6	119	https://www.orthodb.org/v10?query=431607at4751	Translation machinery-associated protein 20
432952at4751	Complete	k141_47159	111345	112031	+	116.0	159	https://www.orthodb.org/v10?query=432952at4751	Vacuolar-sorting protein SNF7
433181at4751	Missing
433384at4751	Complete	k141_26550	204198	204848	-	33.4	55	https://www.orthodb.org/v10?query=433384at4751	Ran-interacting Mog1 protein
434428at4751	Complete	k141_666	45296	45852	-	262.6	152	https://www.orthodb.org/v10?query=434428at4751	Actin-related protein 2/3 complex subunit 4
434500at4751	Complete	k141_18055	47304	47999	+	177.1	199	https://www.orthodb.org/v10?query=434500at4751	Leucine-rich repeat
434984at4751	Complete	k141_13458	19078	19818	-	98.1	118	https://www.orthodb.org/v10?query=434984at4751	U3 small nucleolar RNA-associated protein 11
435317at4751	Missing
435471at4751	Complete	k141_27641	73092	73826	-	71.3	94	https://www.orthodb.org/v10?query=435471at4751	NAD(P)H-hydrate epimerase
435767at4751	Complete	k141_20094	11216	11935	+	319.9	197	https://www.orthodb.org/v10?query=435767at4751	Ribosomal RNA small subunit methyltransferase NEP1
436872at4751	Complete	k141_31279	251702	252217	+	157.1	117	https://www.orthodb.org/v10?query=436872at4751	Actin-related protein 2/3 complex subunit 3
437914at4751	Complete	k141_10090	181274	181996	-	169.2	160	https://www.orthodb.org/v10?query=437914at4751	Zinc finger C2H2 superfamily
438274at4751	Complete	k141_6907	142291	142938	+	168.0	159	https://www.orthodb.org/v10?query=438274at4751	ERF1 methyltransferase catalytic subunit MTQ2
438731at4751	Missing
438861at4751	Complete	k141_16069	264162	266835	-	88.3	118	https://www.orthodb.org/v10?query=438861at4751	OPI10 family
439490at4751	Complete	k141_26453	164116	164727	-	127.6	110	https://www.orthodb.org/v10?query=439490at4751	GrpE nucleotide exchange factor
440401at4751	Complete	k141_18481	49747	50448	-	69.1	118	https://www.orthodb.org/v10?query=440401at4751	CAP Gly-rich domain
441586at4751	Complete	k141_52179	7454	8764	+	144.3	214	https://www.orthodb.org/v10?query=441586at4751	Nucleotide-binding alpha-beta plait domain superfamily
443595at4751	Complete	k141_27641	242929	243381	-	47.9	63	https://www.orthodb.org/v10?query=443595at4751	snare-like protein
444174at4751	Missing
444399at4751	Missing
444602at4751	Complete	k141_26550	137103	137519	+	98.3	85	https://www.orthodb.org/v10?query=444602at4751	ER membrane protein complex subunit 4
444892at4751	Missing
445210at4751	Complete	k141_31899	25757	26293	-	52.9	22	https://www.orthodb.org/v10?query=445210at4751	Transcription factor IIA, alpha/beta subunit
445401at4751	Missing
445954at4751	Complete	k141_16069	560109	560558	-	114.4	56	https://www.orthodb.org/v10?query=445954at4751	DNA-directed RNA polymerase, 14-18kDa subunit, conserved site
446124at4751	Complete	k141_21995	51812	52231	-	116.8	102	https://www.orthodb.org/v10?query=446124at4751	ribosomal protein L11
447112at4751	Complete	k141_42321	290446	291084	-	125.2	124	https://www.orthodb.org/v10?query=447112at4751	Ribosomal protein L6
447424at4751	Complete	k141_20094	75436	76359	+	206.4	211	https://www.orthodb.org/v10?query=447424at4751	Yif1 family
449717at4751	Complete	k141_48150	9055	10362	-	201.8	466	https://www.orthodb.org/v10?query=449717at4751	Protein YIP
449803at4751	Complete	k141_42652	18432	19115	-	203.0	178	https://www.orthodb.org/v10?query=449803at4751	Dephospho-CoA kinase
451032at4751	Complete	k141_875	7260	7829	+	157.3	105	https://www.orthodb.org/v10?query=451032at4751	MIP18 family-like
451701at4751	Complete	k141_15102	30153	30986	+	136.4	183	https://www.orthodb.org/v10?query=451701at4751	Mitochondrial ATPase complex subunit ATP10
451811at4751	Complete	k141_16069	244241	245499	+	153.6	245	https://www.orthodb.org/v10?query=451811at4751	Mitochondrial distribution and morphology protein 10
451849at4751	Complete	k141_29249	150477	151271	+	57.7	151	https://www.orthodb.org/v10?query=451849at4751	Pre-mRNA-splicing factor SLU7
452573at4751	Complete	k141_52585	103	507	+	92.8	69	https://www.orthodb.org/v10?query=452573at4751	histone-fold-containing protein
452692at4751	Complete	k141_48150	35580	35975	-	63.1	92	https://www.orthodb.org/v10?query=452692at4751	Protein GET1
452759at4751	Complete	k141_3512	39167	39607	-	132.2	95	https://www.orthodb.org/v10?query=452759at4751	Translation initiation factor 1A (eIF-1A)
452947at4751	Complete	k141_10090	263798	264634	-	127.7	152	https://www.orthodb.org/v10?query=452947at4751	Fe-S cluster assembly protein DRE2
453693at4751	Complete	k141_52264	33203	33619	+	192.5	114	https://www.orthodb.org/v10?query=453693at4751	Ribosomal protein L23/L15e core domain superfamily
453909at4751	Complete	k141_45201	1434	2510	-	162.4	198	https://www.orthodb.org/v10?query=453909at4751	Histidine protein methyltransferase 1
454746at4751	Complete	k141_8111	43662	44162	-	23.4	43	https://www.orthodb.org/v10?query=454746at4751	SNF7 family protein
454840at4751	Complete	k141_16069	439405	440430	+	219.5	189	https://www.orthodb.org/v10?query=454840at4751	Type 2A phosphatase activator TIP41
455110at4751	Missing
456963at4751	Complete	k141_31279	48325	48777	-	97.6	106	https://www.orthodb.org/v10?query=456963at4751	Multiprotein-bridging factor 1
457161at4751	Complete	k141_10230	140943	141395	+	179.8	126	https://www.orthodb.org/v10?query=457161at4751	Zinc finger, CCCH-type
457544at4751	Complete	k141_27641	162133	162810	+	183.2	159	https://www.orthodb.org/v10?query=457544at4751	V-type ATPase subunit E
457951at4751	Complete	k141_20673	5979	6425	+	138.0	120	https://www.orthodb.org/v10?query=457951at4751	ribosomal protein L13
